שַׁ֫עַר	168	372
בָּרַךְ	167	327
עֵץ	166	330
בֵּין	165	408
שֶׁ֫בַע	165	393
מֵאָה	165	579
מָגוֹר מִסָּבִיב	163	336
אָיַב	162	282
חָזַק	160	290
כְּלִי	160	325
נ	159	310
אֹ֫הֶל	159	345
זָכַר	159	222
אַתֶּם	159	283
מֹשֶׁה	159	766
לֵבָב	158	252
לַ֫יְלָה	156	227
יָלַד	156	492
נָטָה	156	214
יָסַף	155	214
בָּקַשׁ	155	225
כָּלָה	153	208
דָּם	153	360
אָדוֹן	153	438
אֶ֫בֶן	149	272
מַעֲשֶׂה	149	235
חֵל	149	245
צֹאן	148	274
אֶ֫לֶף	148	493
יָכֹל	147	193
כּוּן	147	217
זָהָב	146	389
בָּשָׂר	146	270
עָשָׂר	146	337
מִדְבָּר	146	270
עָזַב	145	211
עוֹנָה	145	231
זֶ֫רַע	143	229
שָׁלוֹם	143	237
חֶ֫סֶד	143	245
אֹ֫זֶן	143	187
אֵם	140	220
בְּרִית	140	284
אָסַף	140	200
מִזְבֵּחַ	140	401
קֶ֫רֶב	140	227
חָטָא	140	237
אָהֵב	138	215
בֹּ֫קֶר	137	214
פְּקוּדִים	137	303
עָבַד	136	288
חָיָה	136	284
אֵל	136	236
אֲדָמָה	134	225
אָבַד	134	184
חַטָּאת	133	293
רִאשׁוֹן	133	182
כָּבוֹד	133	200
כַּף	132	193
נָבִיא	131	315
נָצַל	131	213
כָּתַב	131	223
רָבָה	130	175
עֶשְׂרִים	130	315
נְאֻם	130	376
H5089a	129	195
שָׁתָה	128	217
שָׁפַט	128	202
רוּם	127	191
H0113	125	335
אַרְבַּע	124	318
יַעֲקֹב	124	349
רָשָׁע	123	263
קָרַב	122	280
אַךְ	121	161
יָשַׁע	121	178
חֹ֫דֶשׁ	120	283
שָׁחָה	120	170
שָׂמַח	119	154
שָׁאַל	118	171
תּוֹרָה	118	220
רֵעַ	117	186
מָ֫וֶת	117	153
מוּסַבָּה	116	161
אַחֵר	116	166
חָמֵשׁ	115	343
זָקֵן	115	178
בְּהֵמָה	114	190
בָּחַר	114	171
חוּץ	114	164
צַדִּיק	113	206
מָלַךְ	113	347
שָׁבַע	111	185
שֵׁ֫בֶט	111	190
נַ֫עַר	110	240
יָרַשׁ	110	231
רֹב	110	152
נוּחַ	109	142
שָׁכַב	109	212
נֶ֫גֶד	108	152
שֵׁשׁ	108	215
עֹלָה	108	287
שָׂפָה	108	176
נַחֲלָה	108	222
דָּרַשׁ	107	164
מוֹעֵד	106	223
פָּתַח	106	135
פָּנָה	106	134
שָׂנֵא	106	146
מֵאָז	105	141
כָּסָה	105	152
גּוֹלָה	105	187
יָמִין	105	139
שָׁבַר	104	147
הָרַג	103	167
מַלְאָךְ	103	213
כְּמוֹ	103	141
יְהֹוִה	102	315
אוֹ	102	320
בֶּ֫גֶד	102	215
בַּד	101	160
גִּבּוֹר	101	159
בִּין	101	170
אַל תַּשְׁחֵת	100	142
שֵׁ֫כֶן	99	129
בָּקָר	99	183
אֱמֶת	99	127
נָגַע	98	150
יֵשׁ	98	138
וַשְׁנִי	97	157
רָדַף	97	143
צִיּוֹן	97	154
צְדָקָה	96	157
אַהֲרֹן	96	347
קִרְאָה	95	138
שֶׁ֫מֶן	95	193
פֶּן־	94	133
פֶּ֫תַח	94	164
יַ֫יִן	94	141
שָׁלַךְ	94	125
עֶשֶׂר	93	176
לָשׁוֹן	93	117
קָבַץ	93	127
סֵ֫פֶר	92	185
דּוֹר	92	166
גָּדַל	92	117
עִיר שָׁ֑מֶשׁ	92	135
חֵמָה	92	124
זָבַח	92	134
לָחַם	91	171
קָדַשׁ	90	171
מִצְוָה	90	181
זֶ֫בַח	90	162
יָטַב	89	117
H3881	89	307
כֹּחַ	88	125
שָׁאַר	88	133
גְּבוּל	88	240
נַ֫חַל	88	139
אֶפְרַ֫יִם	88	180
עָפָר	87	110
בִּלְתִּי	87	112
חָשַׁב	87	112
בּוֹשׁ	86	126
שְׁלֹשִׁים	86	172
סוּס	86	137
יָשָׁר	86	117
מַמְלָכָה	85	117
H3513	85	113
מַחֲנֶה	85	215
כִּסֵּא	85	135
מִנְחָה	84	211
H2004	84	197
נוּס	84	159
פַּ֫עַם	83	118
H0637	83	133
אַרְבָּעִים	83	135
צָפוֹן	83	153
מַ֫עַל	82	140
נָגַשׁ	82	125
שָׁלַם	82	116
נָהָר	81	119
סָפַר	81	105
יָרַע	81	97
מִסְפָּר	81	134
בָּטַח	80	118
אוֹר	79	120
חָלַל	79	134
יַרְדֵּן	79	182
מְלָאכָה	78	167
חָכָם	78	138
קָדוֹשׁ	78	116
עֶ֫צֶם	77	126
שָׁפַךְ	77	115
הָלַל	77	146
חֲצֵרִים	77	191
פְּרִי	76	119
אֲנַ֫חְנוּ	76	120
מְעַט	76	101
בָּכָה	76	114
חֹק	76	128
שֶׁ֫קֶר	76	113
H7646	76	97
עֶ֫רֶב	75	134
נָחַם	75	108
יָדָה	75	111
בִּנְיָמִין	75	166
חׇכְמָה	75	149
שָׂרַף	74	117
אָמַן	74	96
קָבַר	74	133
צֶ֫דֶק	74	119
שְׁלִישִׁי	73	105
יָחְדָּו	73	96
יָתַר	73	106
חוֹמָה	73	133
רָחֹק	72	85
קָהָל	72	123
פְּלִשְׁתִּי	71	288
שָׁכַח	71	102
תּוֹעֵבַה	71	117
עֹז	71	93
לָכַד	71	121
חַי	70	118
שָׁתַת	70	85
מִשְׁפָּחָה	70	303
שָׁרַת	70	97
זְרוֹעַ	70	91
הֵן	69	99
הָפַךְ	69	94
תַּחָרָה	69	94
שִׂמְחָה	68	94
שִׁיר	68	77
יֶ֫תֶר	68	96
רֶ֫כֶב	68	119
לָבֵשׁ	67	96
רַק	67	109
סָתַר	66	81
בַּ֫עַד	66	104
קָרֹב	66	77
יַעַן	66	99
בָּבֶ֫ל	65	262
רוּץ	65	103
שָׁמֵם	65	94
מָלַט	64	95
פֶּ֫שַׁע	64	93
תָּמִיד	64	104
עֵצָה	64	86
כָּנָף	63	109
דַּ֫עַת	63	89
בְּכוֹר	63	122
חֲמוֹר	63	96
צָרָה	63	70
בָּמָה	63	102
חָנָה	62	143
נָצַח	62	65
מָשַׁל	61	80
נְחֹ֫שֶׁת	61	139
שְׁמֹנֶה	61	109
חֲמִשִּׁים	61	163
6548+	61	274
מַטֶּה	61	252
אָ֫וֶן	61	77
קָצֶה	60	92
קֶ֫שֶׁת	60	76
מוֹאָב	60	180
רָכַב	60	78
חֻקָּה	60	104
חֶרְפָּה	60	73
חָפֵץ	60	73
שָׁמַד	60	90
חֹ֫שֶׁךְ	59	80
שְׁבִיעִי	59	98
רָעָב	59	101
מְנַשֶּׁה	59	146
גִּבְעָה	59	71
H5676	59	90
2680+	59	125
כֶּרֶם	58	92
נָצַב	58	74
מַדּוּעַ	58	72
יְשׁוּעָה	58	78
עָזַר	58	81
עָנִי	58	75
קָטַר	58	114
שְׁלֹמֹה	58	293
שָׁבַת	57	71
אַשּׁוּר	57	151
בַּרְזֶל	57	76
קָלַל	57	82
גּוּר	57	83
אוֹצָר	57	79
מִזְמוֹר	57	57
אוֹת	56	79
נָבַט	56	69
פָּלָא	56	73
עֲבֹדָה	56	145
חָנַן	56	76
שָׁאוּל	56	406
טוֹבָה	56	67
זָעַק	56	73
הֵיכָל	56	80
H5712	55	148
H7891	55	87
מִשְׁכָּן	55	139
עוּר	55	80
חַיָּה	54	96
גֵּר	54	92
עָנָה	54	79
נָשִׂיא	54	130
אָחַז	54	66
H7462	54	86
מִקְדָּשׁ	54	75
זוּר	54	70
מָאַס	54	74
פּוּץ	53	65
נֶ֫גֶב	53	110
אַ֫יִל	53	161
מָהַר	53	67
דֶּ֫לֶת	53	87
אֲרוֹן	53	202
פָּרַשׂ	53	68
מִזְרָח	53	74
קֶ֫דֶם	52	60
כִּפֶּר	52	102
כְּנַ֫עַן	52	89
צַר	52	70
שָׁכַם	52	65
רָפָא	52	67
יוֹסֵף	52	213
צוּר	52	73
מַלְכוּת	52	91
דָּרַךְ	52	62
סָגַר	51	82
רֹעִי	51	83
אָחוֹת	51	114
חֵן	51	69
נָסַע	51	146
הָמַן	51	83
לוּן	51	69
בֶּ֫טֶן	51	72
גִּלְעָד	51	102
אַחֲרִית	51	61
שָׁלָל	51	73
גֶּ֫בֶר	51	66
גְּבוּרָה	51	61
לָמַד	51	86
תָּפַשׂ	50	65
טְהוֹר	50	95
רִיב	50	61
חֵ֫לֶק	50	66
בָּרַח	50	65
שׁוֹר	50	79
שְׁאוֹל	50	65
תָּמַם	50	64
חָמָס	49	60
אֱמֹרִי	49	87
אַבְרָהָם	49	175
רָחַק	49	57
אֱדוֹם	49	100
H7378	49	67
חָלָל	49	91
שְׁאֵרִית	49	66
חָזָק	49	57
עוֹף	48	71
נָטַע	48	58
מַרְאֶה	48	103
קֵץ	48	67
בְּרָכָה	48	69
בַּעַל	48	83
חָלַק	48	56
מָגֵן	48	63
פָּלַל	48	84
בָּעַר	48	58
פָּעַל	48	57
יְהוֹשׁוּעַ	48	218
לְבָנוֹן	48	71
עָנָן	47	87
עָרַךְ	47	75
יָכַח	47	59
אֶבְיוֹן	47	61
נָחַל	47	59
רַנֵּן	47	53
תְּפִלָּה	47	77
זָרַע	46	56
טֶ֫רֶם	46	56
שִׁבְעִים	46	91
בָּקַע	46	51
חָדַל	46	58
עֵ֫מֶק	46	65
H3373	46	63
קֶ֫בֶר	46	67
אַחֲרוֹן	46	51
חָלָה	46	59
גָּאַל	46	103
מָרוֹם	46	54
רֵאשִׁית	45	51
רְבִיעִי	45	56
שָׂכַל	45	60
אֲרָם	45	125
שְׂמֹאל	45	54
H7069	45	78
אֵיךְ	45	61
1099+	45	58
טָמְאָה	45	162
קָרַע	45	63
תְּהִלָּה	45	57
שֶׁ֫לֶם	45	87
נָצַר	45	63
H6160	45	61
שֹׁמְרוֹן	45	109
שֶׁ	44	139
תָּמִים	44	91
דָּן	44	69
עֵז	44	74
גֶּ֫פֶן	44	55
שֵׁן	44	55
שׁוּשַׁן עֵדוּת	44	83
שֻׁלְחָן	44	71
נָבָא	44	115
סֶ֫לַע	44	58
יַ֫עַר	44	56
דָּבַק	43	54
צָעַק	43	55
מִקְנֶה	43	76
כְּנַעֲנִי	43	71
אֹ֫רַח	43	58
קֶ֫רֶן	43	75
אָבָה	43	54
מָכַר	43	80
פָּרַץ	43	49
מָשַׁח	43	71
חָדָשׁ	43	53
פָּדָה	43	59
כָּשַׁל	43	62
קָטָן	42	47
צֵלֶל	42	53
מִשְׁמֶ֫רֶת	42	78
צָרַר	42	45
פָּרָשׁ	42	57
יוֹמָם	42	51
אֶ֫רֶז	42	73
קָטֹן	41	54
יֶ֫לֶד	41	89
אַלְמָנָה	41	54
אֵ֫צֶל	41	61
דְּבַשׁ	41	54
רָצוֹן	41	56
רָפָה	41	46
שַׁבָּת	41	111
נָחֵת	41	53
יַ֫חַד	41	45
קָשַׁב	41	46
שָׁקָה	40	61
מַחֲשָׁבָה	40	56
נָשַׁת	40	59
H3807z	40	53
כִּכָּר	40	68
עָצַר	40	46
שָׁחַט	40	80
צָלֵחַ	40	55
תָּקַע	40	68
בֹּאר	40	70
חָצָץ	40	53
חָזָה	40	55
שָׁוְא	40	53
קִיר	40	74
מַכָּה	40	48
H1892	40	73
בַּל	40	73
סֶ֫לָה	40	74
זָכָר	39	83
אָזַן	39	41
H7235b	39	50
יִשְׂחָק	39	112
חָלָב	39	44
עַמּוֹן	39	106
תָּעָה	39	50
פַּ֫חַד	39	49
רָצָה	39	48
אָסַר	39	72
יָצַב	39	48
עַמּוּד	39	111
גָּאוֹן	39	49
H5703	39	48
גּוֹרָל	39	77
נָדַח	39	51
תֵּ֫שַׁע	38	58
שִׁשִּׁים	38	59
חִתִּי	38	48
רָחַץ	38	72
יִרְאָה	38	44
מָחָר	38	52
נָשַׂג	38	50
מׇתְנַ֫יִם	38	47
שֹׁפָר	38	72
שְׁמָמָה	38	56
תִּפְאָרָה	38	51
נָגִיד	38	43
גִּיל	38	45
כּוֹכָב	37	37
עָבוּר	37	49
אֹ֫רֶךְ	37	95
קָצִיר	37	49
כַּשְׂדִּים	37	80
נַפְתָּלִי	37	51
עֵד	37	69
מָאֵן	37	41
דַּל	37	48
מֶרְכָּבָה	37	44
עָמָל	37	55
H3384b	37	46
אָחוֹר	37	41
שְׁבִי	37	49
נִיר	37	49
רָחַם	37	47
אֶ֫פֶס	37	43
H2342a	37	45
בָּחוּר	37	44
נֵ֫צַח	37	43
יִרְמְיָ֫הוּ	37	129
H0215	36	44
חֲמִישִׁי	36	45
גָּרַשׁ	36	44
חֵ֫לֶב	36	92
כִּנּוֹר	36	42
אתִּי	36	60
הֵ֫נָּה	36	47
H4392	36	63
חָרֵשׁ	36	47
נָקִיא	36	43
נָכַר	36	43
חָרַד	36	39
מָתַי	36	43
חָגַר	36	44
הָרַס	36	43
יְרִיחוֹ	36	57
כָּעַס	36	54
עוֹר	35	99
הֵנָּה	35	49
אַמָּה	35	246
אֱהִי	35	48
בְּתוּלָה	35	50
נָטַשׁ	35	40
פַּר	35	133
פָּשַׁט	35	43
שַׂק	35	48
צָדֵק	35	41
מְלֹא	35	38
H6960	35	47
דֶּ֫בֶר	35	49
יָסַד	35	41
חַג	35	62
חָרוֹן	35	41
תְּבוּנָה	35	42
H2931	35	88
H0561	35	48
מוּסָר	35	50
אֱלֹהַּ	35	57
שָׁקַט	35	41
בַּעֲלִי	35	77
אַי	34	39
עִמָּד	34	45
שַׁדַּי	34	48
פָּרַר	34	47
פֹּה	34	82
אָמֵץ	34	41
בָּזֹה	34	42
סָמַךְ	34	48
מוּצָק	34	52
טָהֵר	34	94
בָּהַל	34	38
אֶלְעָזָר	34	72
יָעַץ	34	57
כָּתֵף	34	67
מוֹט	34	40
בָּשָׁן	34	60
חֶ֫בֶל	34	48
סֵ֫תֶר	34	35
אֶ֫שֶׁר	34	44
זַ֫יִת	33	38
נְעוּרִים	33	46
מוֹשָׁב	33	44
אוּלַי	33	45
רְחוֹב	33	43
נָחָה	33	39
רְאוּבֵן	33	72
H1410	33	72
נׇכְרִי	33	45
בֶּ֫טַח	33	42
מָשַׁךְ	33	36
רָגַז	33	41
נָגַף	33	49
אֱמוּנָה	33	49
דַּי	33	39
קִנְאָה	33	43
כָּלַם	33	38
מַעֲלָל	33	41
פֹּ֫עַל	33	37
H0582	33	42
שׁוּד	33	58
שְׁמֹנִים	32	38
כָּבֵד	32	41
גָּמָל	32	54
תִּירוֹשׁ	32	38
מִרְמָה	32	39
נֶ֫דֶר	32	60
קָשַׁר	32	44
בָּזַז	32	43
טַף	32	42
רַחֲמִים	32	39
כּוּל	32	38
אַרְיֵה	32	45
נָתַץ	32	42
H7667	32	44
חׇרְבָּה	32	42
פָּשַׁע	32	41
נְבוּכַדְנֶצַּר	32	60
גָּבֹהַּ	31	37
יְבוּסִי	31	41
שִׁפְחָה	31	63
שָׁבָה	31	47
אָן	31	41
דָּגָן	31	40
H2181	31	60
בָּלַע	31	42
מִשְׁנֶה	31	35
חֶ֫דֶר	31	38
תְּבוּאָה	31	42
כָּ֫כָה	31	37
יָתוֹם	31	42
יָסַר	31	43
רוּעַ	31	44
מָשָׁל	31	40
חָסָה	31	37
H2167	31	45
סֹפֵר	31	56
תֵּבֵל	31	36
חֵ֫פֶץ	31	38
עַוְלָה	31	33
צָדוֹק	31	53
רִנָּה	31	33
הוֹי	31	51
תְּהוֹם	30	36
בָּדַל	30	42
צָמַח	30	33
אָרַר	30	63
נוּעַ	30	40
יָחַל	30	42
אָמָה	30	56
שֶׂה	30	47
פָּגַע	30	46
צַוָּאר	30	41
אָבַל	30	32
קָשֶׁה	30	36
מִשְׁכָּב	30	46
חָמַל	30	40
בָּגַד	30	49
H4013	30	36
H8047	30	39
שָׂחַק	30	36
יָקָר	30	36
יוֹאָב	30	145
אָסָף	30	46
מַאֲכָל	29	30
תְּאֵנָה	29	39
רֹ֫חַב	29	101
מִגְדָּל	29	45
גָּמַל	29	37
אָרַךְ	29	34
מַר	29	38
שִׁמְעוֹן	29	44
לֵוִי	29	43
יִשָּׂשכָר	29	43
זְבוּלֻן	29	45
עֹ֫שֶׁר	29	37
חֵטְא	29	33
עֶבְרָה	29	34
כָּרַע	29	36
H4306	29	38
H4136	29	36
מַעֲלָה	29	47
חָרַם	29	50
חָרָשׁ	29	37
עָשַׁק	29	37
פְּקֻדָּה	29	32
H6696	29	32
גָּבַהּ	29	34
בָּרָא	28	48
הָרָה	28	43
אֹ֫כֶל	28	44
חֵיק	28	38
נָסָה	28	36
נָקָה	28	44
נָשַׁק	28	32
מָנַע	28	29
אָשֵׁר	28	43
חִטָּה	28	30
יָהּ	28	49
נָוֶה	28	34
קְטֹ֫רֶת	28	60
קָהַל	28	39
זָרָה	28	38
תְּרוּעָה	28	36
כָּנַע	28	36
H4784	28	44
בִּינָה	28	38
חָסִיד	28	32
תְּשׁוּעָה	28	34
H8615	28	32
הָמָה	28	34
יָצַר	27	44
נָקַם	27	35
גֶּ֫שֶׁם	27	35
צִפּוֹר	27	40
חָרֵב	27	36
רֵיחַ	27	58
חֶבְרוֹן	27	62
נֵכָר	27	36
עָצוּם	27	31
חָבַשׁ	27	33
חִנָּם	27	32
גָּנַב	27	40
קָדִים	27	69
עוּד	27	40
עֹ֫רֶף	27	33
צָפַן	27	32
עָב	27	31
רָשַׁע	27	34
תְּרוּמָה	27	76
מִדָּה	27	55
אֲשֵׁרָה	27	40
חֲמָת	27	35
גַּיְא	27	34
בְּצַר	27	31
שֹׁ֫רֶשׁ	27	33
רָעַשׁ	27	30
כְּפִיר	27	31
עֵ֫שֶׂב	26	33
חָבָה	26	34
כְּרוּב	26	91
יָפֶה	26	42
מֵעֶה	26	32
עֳנִי	26	36
אֲחֻזָּה	26	66
מַצָּה	26	53
מׇחֳרָת	26	32
שְׁבוּעָה	26	31
טוּב	26	32
עֵ֫דֶר	26	38
נָהַג	26	30
צְפִּיָּה	26	37
סָרִיס	26	42
מוֹפֵת	26	36
מוֹקֵשׁ	26	27
בְּרִיחַ	26	40
פֵּן	26	31
מָעַל	26	35
כוּר	26	35
שְׁמוּאֵל	26	140
רֶ֫שַׁע	26	30
7434+	26	36
H2778	26	39
צָרַף	26	33
חֲנִית	26	47
יֵ֫שַׁע	26	36
יְהוּדִי	26	75
H3684	26	70
פָּרָה	25	29
מָחָה	25	34
עֲשִׂירִי	25	29
אִי	25	36
מִשְׁתֶּה	25	46
חָשַׂךְ	25	27
רַחַם	25	30
שֶׁ֫קֶל	25	88
מִשְׁקָל	25	49
קְלָלָה	25	33
זֹנוֹת	25	34
קָשָׁה	25	28
קָצַף	25	34
כָּחַד	25	32
לְבוּשׁ	25	32
זוּב	25	42
שְׂעֹרָה	25	34
שְׁמִינִית	25	30
פֵּאָה	25	86
גָּג	25	30
מָשִׁיחַ	25	38
הָדָר	25	30
קֶ֫צֶף	25	28
H1208	25	25
מוֹצָא	25	27
שָׁפֵל	25	31
בֹּ֫שֶׁת	25	30
מִלָּה	25	38
יָֽרָבְעָם	25	104
H1473	25	42
רָבַץ	24	30
דִּין	24	24
עֶלְיוֹן	24	31
H8003	24	28
חֲלוֹם	24	65
גָּזַל	24	30
מְא֫וּמָה	24	32
יָרֵךְ	24	34
לְאֹם	24	31
קָנָא	24	34
טַל	24	31
מַצֶּבֶת	24	34
בֶּ֫רֶךְ	24	25
יָרֵחַ	24	27
בָּחַן	24	29
כֶּ֫לֶב	24	32
כֶּ֫בֶשׂ	24	107
דָּמַם	24	26
יָעַד	24	29
עֵ֫גֶל	24	35
נוּן	24	30
סָלַח	24	46
פִּתְאֹם	24	25
גִּלְגָּל	24	40
בְּלִיַּ֫עַל	24	27
חָקַר	24	27
מָעוֹז	24	36
H5035a	24	27
נְשָׁמָה	23	24
קוֹמָה	23	45
יוֹנָה	23	32
שִׂמְלָה	23	29
יָהַב	23	33
כַּלָּה	23	34
חוֹל	23	23
פִּלֶ֫גֶשׁ	23	37
סָפַד	23	30
אָלָה	23	34
רָחַב	23	25
אַהֲבָה	23	34
פְּלֵיטָה	23	28
טָמַן	23	31
יְאֹר	23	65
בְּכִי	23	30
מִטָּה	23	29
נֶשֶׁר	23	26
עָלַם	23	28
נְבֵלָה	23	48
תּוֹדָה	23	32
קָצַר	23	34
נָתַק	23	27
קִרְיָה	23	29
הוֹד	23	24
שׂוּג	23	24
H6865	23	42
עֶזְרָה	23	26
יְהוֹנָתָן	23	82
חָזוֹן	23	35
אִיּוֹב	23	58
שֹׁד	23	25
עוּף	22	25
שִׁשִּׁי	22	28
גַּן	22	41
פָּרַד	22	26
נוּד	22	25
רָבַב	22	22
צַד	22	33
מָנָה	22	28
דַּמֶּ֫שֶׂק	22	36
עָשָׁן	22	25
שַׁ֫חַר	22	23
נֵכַח	22	25
חָלַף	22	26
נֶ֫סֶךְ	22	60
בֶּ֫צַע	22	23
בָּשַׁל	22	28
H5945	22	22
קָנֶה	22	62
חָכַם	22	27
סוּף	22	28
זֵ֫כֶר	22	23
אֶצְבַּע	22	31
זָרַק	22	35
נוּף	22	34
עֻמָּה	22	32
אִשֶּׁה	22	65
נְדָבָה	22	26
קׇרְבָּן	22	80
אָשַׁם	22	35
H4604	22	29
כָּבָה	22	24
דּוֹד	22	61
אָוָה	22	26
מְסִלָּה	22	27
יָשַׁר	22	25
דָּמָה	22	29
אָרַב	22	41
H3467a	22	27
קָדַם	22	26
הָגָה	22	25
שְׁמוּעָה	22	27
אַרְמוֹן	22	32
כְּלִמָּה	22	30
נָחָשׁ	21	31
מַעְיָן	21	23
פְּרִזִּי	21	23
קֵ֫דֶם	21	27
שָׂכָר	21	28
לוּ	21	22
סֹ֫לֶת	21	53
H2204	21	27
כָּחַשׁ	21	22
שָׁקַף	21	22
מִדְיָן	21	59
עֹל	21	40
נָדַד	21	27
נָסַךְ	21	25
קֹ֫רַח	21	37
פָּרַח	21	34
עַז	21	23
אֳנִיָּה	21	31
יַרְכָה	21	28
גְּדוּד	21	31
אַדִּיר	21	27
מָדַד	21	52
מָסַס	21	22
H1197a	21	29
H4853	21	44
H8486	21	23
כִּלְיָה	21	31
נָדִיב	21	25
שָׁטַף	21	31
גִּלּוּל	21	48
מְבוֹאָה	21	23
חָרַשׁ	21	26
שׂוּשׂ	21	27
פָּחַד	21	25
שִׁקּוּץ	21	28
גִּבְעוֹן	21	37
גַּת	21	33
H6341	21	25
כָּזָב	21	31
מְלוּכָה	21	24
H3289a	21	23
יֹאשִׁיָּ֫הוּ	21	52
דִּמְעָה	21	23
יָלַל	21	30
חָמַד	20	21
גָּוַע	20	24
גָּבַר	20	25
חָסֵר	20	22
חִוִּי	20	25
רְכוּשׁ	20	28
עִבְרִי	20	34
עָרֵל	20	35
H5971a	20	33
אֵ֫פֶר	20	22
מְעָרָה	20	39
מִצְּעִירָה	20	23
תֹּם	20	23
נַעֲרָה	20	63
אֵ֫בֶל	20	24
H4993c	20	36
סֻכָּה	20	31
רָחָב	20	21
מַת	20	22
עֲמָלֵק	20	39
טָרַף	20	25
תָּלָה	20	27
H6672a	20	23
חוּס	20	24
סוֹד	20	21
כָּבַס	20	51
מְנוּחָה	20	21
שֶׁ֫לֶג	20	20
זִכָּרוֹן	20	24
סִינַי	20	35
נָאַף	20	31
שֹׁ֫חַד	20	23
לוּחַ	20	43
רֶ֫גַע	20	22
טֻמְאָה	20	36
חָלַץ	20	23
בַּז	20	25
נָאַץ	20	24
H1637	20	32
שָׂרִיד	20	28
גָּדַע	20	22
H3021	20	26
יָצַת	20	26
גִּבְעַת	20	43
נְתִיבָה	20	21
H5592	20	25
קִיץ	20	22
עֲטָרָה	20	23
שֹׁעֵר	20	37
פַּלֵּט	20	27
H6667a	20	56
H4853a	20	22
זַ֫עַם	20	22
תּוֹלֵדוֹת	19	39
כּוּשׁ	19	23
H7927a	19	45
אָשָׁם	19	46
שְׁנָת	19	23
נָדַר	19	31
שִׁלְשֹׁם	19	24
חָפַשׂ	19	23
יָרָא	19	27
כּוֹס	19	31
טֶ֫רֶף	19	22
עִוֵּר	19	26
שֹׁטֵר	19	25
